X,Y,incident_id,department,commune,incident_date,details,incident_type_id,gang_affiliations,icon_url
-72.33941317,18.53547936,661,West,Port-au-Prince,2025/08/03 07:55:00-04,b'Clash between gang and police. ',1,"[ 4, 18 ]",./0.png
-72.334532,18.53284,662,West,Port-au-Prince,2025/08/03 11:30:00-04,b'Confrontation between armed gangs and the police',1,"[ 4, 18 ]",./0.png
-72.3387525,18.530033,664,West,Port-au-Prince,2025/08/03 20:35:00-04,b'Confrontation between armed gang and the police',1,"[ 4, 18 ]",./0.png
-72.334542,18.543307,666,West,Port-au-Prince,2025/08/04 05:15:00-04,b'Clash between gang and police. ',1,"[ 4, 18 ]",./0.png
-72.315016,18.553661,670,West,Delmas,2025/08/04 15:25:00-04,b'Confrontation between gang and police',1,"[ 4, 18 ]",./0.png
-72.336195,18.541069,672,West,Port-au-Prince,2025/08/04 22:30:00-04,b'Confrontation between gang and police',1,"[ 4, 18 ]",./0.png
-72.33870063,18.53010241,673,West,Port-au-Prince,2025/08/05 08:35:00-04,b'Confrontation between gang and the police',1,"[ 4, 18 ]",./0.png
-72.337778,18.541111,679,West,Port-au-Prince,2025/08/05 17:20:00-04,b'Confrontation between armed gang and the police.',1,"[ 4, 18 ]",./0.png
-72.338641,18.530302,680,West,Port-au-Prince,2025/08/05 17:40:00-04,b'Confrontation between armed gang and the police.',1,"[ 4, 18 ]",./0.png
-72.3385565,18.5303105,682,West,Port-au-Prince,2025/08/06 07:50:00-04,b'Clash between gang and police.',1,"[ 4, 18 ]",./0.png
-72.33476758,18.54170978,688,West,Port-au-Prince,2025/08/06 19:00:00-04,b'Confrontation between gang and police.',1,"[ 4, 18 ]",./0.png
-72.339832,18.544751,690,West,Port-au-Prince,2025/08/07 02:45:00-04,b'Clash between gang and police.',1,"[ 4, 18 ]",./0.png
-72.338641,18.54291,692,West,Port-au-Prince,2025/08/07 05:55:00-04,b'Clash between gang and police.',1,"[ 4, 18 ]",./0.png
-72.33834,18.537529,695,West,Port-au-Prince,2025/08/07 07:45:00-04,b'Clash between gang and police.',1,"[ 4, 18 ]",./0.png
-72.33611941,18.54258456,704,West,Port-au-Prince,2025/08/07 14:25:00-04,b'Confrontation between armed gang and the police.',1,"[ 4, 18 ]",./0.png
-72.33863,18.530073,707,West,Port-au-Prince,2025/08/07 17:15:00-04,b'Confrontation between armed gang and the police.',1,"[ 4, 18 ]",./0.png
-72.33947217,18.54355089,708,West,Port-au-Prince,2025/08/07 18:00:00-04,b'Confrontations between armed gang and the police ongoing since the morning.',1,"[ 4, 18 ]",./0.png
-72.336398,18.541608,711,West,Port-au-Prince,2025/08/08 05:20:00-04,b'Clash between gang and police.',1,"[ 4, 18 ]",./0.png
-72.335658,18.538546,713,West,Port-au-Prince,2025/08/08 07:50:00-04,b'Clash between gang and police.',1,"[ 4, 18 ]",./0.png
-72.33894646,18.54326608,714,West,Port-au-Prince,2025/08/08 08:10:00-04,b'Clash between gang and police.',1,"[ 4, 18 ]",./0.png
-72.33911544,18.53029141,715,West,Port-au-Prince,2025/08/08 11:30:00-04,b'Gang activities in progress.',4,"[ 4, 18 ]",./0.png
-72.336409,18.54174,716,West,Port-au-Prince,2025/08/08 12:00:00-04,b'Clash between gang and police.',1,"[ 4, 18 ]",./0.png
-72.33885527,18.54451721,720,West,Port-au-Prince,2025/08/08 22:25:00-04,b'Clash between gang and police.',1,"[ 4, 18 ]",./0.png
-72.336409,18.54175,723,West,Port-au-Prince,2025/08/09 07:50:00-04,b'Clash between gang and police.',1,"[ 4, 18 ]",./0.png
-72.3394078,18.54505631,725,West,Port-au-Prince,2025/08/09 10:10:00-04,b'Confrontation between gang and police.',1,"[ 4, 18 ]",./0.png
-72.290194,18.534524,481,West,Delmas,2025/07/10 08:56:00-04,,1,,./0.png
-72.30569,18.54787,483,West,Delmas,2025/07/10 14:29:00-04,b'The population blocked Delmas 32 for fear of a gang attack',7,,./0.png
-72.296785,18.531801,497,West,Delmas,2025/07/12 19:47:00-04,b'The population blocked the area to prevent gangs from passing through.',7,,./0.png
-72.263547,18.514744,510,West,Petion-Ville,2025/07/14 10:18:00-04,b'Gang activity in progress',1,,./0.png
-72.236313,18.520993,518,West,Petion-Ville,2025/07/15 08:33:00-04,b'Gang activity in progress',1,,./0.png
-72.316149,18.549818,522,West,Delmas,2025/07/16 18:12:00-04,,1,,./0.png
-72.301858,18.547164,528,West,Delmas,2025/07/16 15:08:00-04,b'Gang activity in progress',1,,./0.png
-72.305019,18.583074,529,West,Tabarre,2025/07/16 15:12:00-04,,1,,./0.png
-72.33709574,18.53873955,728,West,Port-au-Prince,2025/08/10 07:40:00-04,b'Clash between gang and police.',1,"[ 4, 18 ]",./0.png
-72.33945608,18.5442324,731,West,Port-au-Prince,2025/08/10 13:15:00-04,b'Clash between gang and police.',1,"[ 4, 18 ]",./0.png
-72.33852535,18.52990485,732,West,Port-au-Prince,2025/08/11 08:55:00-04,b'Clash between gang and police.',1,"[ 4, 18 ]",./0.png
-72.33722448,18.54008226,733,West,Port-au-Prince,2025/08/11 09:50:00-04,b'Clash between gang and police.',1,"[ 4, 18 ]",./0.png
-72.33828932,18.53044908,737,West,Port-au-Prince,2025/08/11 12:35:00-04,b'Clash between gang and police.',1,"[ 4, 18 ]",./0.png
-72.31200904,18.55251202,740,West,Delmas,2025/08/11 16:00:00-04,b'Confrontation between gang and police.',1,"[ 4, 18 ]",./0.png
-72.33658075,18.54455789,745,West,Port-au-Prince,2025/08/12 12:20:00-04,b'Clash between gang and police.',1,"[ 4, 18 ]",./0.png
-72.333888,18.546185,747,West,Port-au-Prince,2025/08/12 18:40:00-04,b'Confrontation between armed gang and the police.',1,"[ 4, 18 ]",./0.png
-72.33560979,18.55110838,748,West,Port-au-Prince,2025/08/12 20:50:00-04,b'Confrontation between gang and police / self-defense brigade.',1,"[ 4, 18 ]",./0.png
-72.332826,18.543531,750,West,Port-au-Prince,2025/08/13 07:50:00-04,b'Clash between gang and police.',1,"[ 4, 18 ]",./0.png
-72.332611,18.543429,758,West,Port-au-Prince,2025/08/13 19:50:00-04,b'\nConfrontation between gang and police / self-defense brigade',1,"[ 4, 18 ]",./0.png
-72.337965,18.53403,761,West,Port-au-Prince,2025/08/14 10:50:00-04,b'Clash between gang and police',1,"[ 4, 18 ]",./0.png
-72.338310778141,18.5303015796176,764,West,Port-au-Prince,2025/08/14 13:15:00-04,b'Clash between gang and police.',1,"[ 4, 18 ]",./0.png
-72.3399844765663,18.5445884092029,768,West,Port-au-Prince,2025/08/14 22:25:00-04,b'Confrontation between gang and the police.',1,"[ 4, 18 ]",./0.png
-72.338802,18.532738,771,West,Port-au-Prince,2025/08/15 10:35:00.842-04,b'Clash between gang and police.',1,"[ 4, 18 ]",./0.png
-72.3382678627968,18.5301591630576,774,West,Port-au-Prince,2025/08/15 13:45:00.570-04,b'Confrontation between gang and police.',1,"[ 4, 18 ]",./0.png
-72.338673,18.529991,776,West,Port-au-Prince,2025/08/15 17:40:00.381-04,b'Confrontation between gang and the police. Kamikaze drones used by the police.',1,"[ 4, 18 ]",./0.png
-72.340068,18.53406,777,West,Port-au-Prince,2025/08/15 17:55:00.948-04,b'Clash between gang and police.',1,"[ 4, 18 ]",./0.png
-72.677788,19.666707,841,Artibonite,Gros Morne,2025/08/24 17:24:00-04,b'The gang members kidnapped one person and killed two others',1,[ 9 ],./0.png
-72.799813,19.779794,1005,North-West,Bassin Bleu,2025/09/18 13:12:00.012-04,b'Clash between gang and police.',1,[ 9 ],./0.png
-72.799423,19.779988,1006,North-West,Bassin Bleu,2025/09/18 14:28:00.183-04,"b'The gang members attacked the police station, set it on fire, also killed a school teacher and then burned it in a public place.'",1,[ 9 ],./0.png
-72.799564,19.779449,1018,North-West,Bassin Bleu,2025/09/19 12:18:00.176-04,b'Armed men across several streets',4,[ 9 ],./0.png
-72.79929,19.780142,1022,North-West,Bassin Bleu,2025/09/19 17:13:00.188-04,b'Clash between gang and police. ',1,[ 9 ],./0.png
-72.79929,19.780142,1025,North-West,Bassin Bleu,2025/09/19 17:13:00.188-04,b'clash between gang and police. ',1,[ 9 ],./0.png
-72.79959,19.779853,1054,North-West,Bassin Bleu,2025/09/23 08:00:00.131-04,b'Armed men in area.',4,[ 9 ],./0.png
-72.799582,19.780031,1094,North-West,Bassin Bleu,2025/09/29 07:32:00.406-04,b'Armed men in area',4,[ 9 ],./0.png
-72.79929,19.779609,1207,North-West,Bassin Bleu,2025/10/16 12:49:00.979-04,b'Armed men in area.',4,[ 9 ],./0.png
-72.694463,19.447372,993,Artibonite,Gonaives,2025/09/17 11:59:00.217-04,"b""A demonstration by people unhappy about Wilfort Ferdinand's killing yesterday / armed men and police officers were seen at the demonstration.""",6,[ 12 ],./0.png
-72.305743,18.58667,535,West,Cite Soleil,2025/07/17 11:53:00-04,b'Armed men in are',4,,./0.png
-72.311368,18.552837,544,West,Delmas,2025/07/19 13:03:00-04,b'Armed men in area',4,,./0.png
-72.307377,18.549404,548,West,Delmas,2025/07/20 19:55:00-04,b'Armed men in area',4,,./0.png
-72.318398,18.533055,555,West,Port-au-Prince,2025/07/22 07:17:00.055-04,b'Members of the armed population calling themselves Sang 9 barricaded the Canape Vert road which goes towards Paco and the Marriott hotel',7,,./0.png
-72.285336,18.449551,560,West,Kenscoff,2025/07/22 15:10:00.239-04,b'Police operation during the afternoon with kamikaze drones',1,,./0.png
-72.283103,18.517052,573,West,Petion-Ville,2025/07/23 16:04:00.632-04,b'A shopkeeper was shot dead by gunmen',1,,./0.png
-72.30512,18.553018,574,West,Delmas,2025/07/23 16:35:00.761-04,b'A man was kidnapped by armed men',1,,./0.png
-72.311934,18.553582,576,West,Delmas,2025/07/23 18:48:36.847-04,b'Armed men in Delmas 17 & 19 area.',4,,./0.png
-72.304785,18.574737,577,West,Delmas,2025/07/23 17:51:00.820-04,"b""Armed men in Carrefour de L'aeroport area""",4,,./0.png
-72.285542,18.449903,579,West,Kenscoff,2025/07/24 10:53:00.197-04,b'During the morning a police operation was carried out with kamikaze drones',4,,./0.png
-72.241425,18.627101,581,West,Croix-Des-Bouquets,2025/07/24 20:47:00-04,b'gang activity in progress.',1,,./0.png
-72.28962,18.512264,640,West,Petion-Ville,2025/07/31 07:41:00.661-04,b'Demonstration in front of the offices OAS',6,,./0.png
-72.69486,19.447119,1012,Artibonite,Gonaives,2025/09/19 07:33:00.757-04,b'Burning tires in several streets of downtown Gonaives / Supporters of Wifort Ferdinand murdered two days ago demonstrate their anger',6,[ 12 ],./0.png
-72.685204,19.450567,1060,Artibonite,Gonaives,2025/09/24 13:31:00.760-04,b'Demonstration with the armed men of Raboto gang at route des Dattes / burning tires / Supporters of Wifort Ferdinand murdered a week ago demonstrate their anger.',6,[ 12 ],./0.png
-72.694838,19.447214,1238,Artibonite,Gonaives,2025/10/20 13:40:00.105-04,"b""Armed members of Raboto's gang were angry because the government commissioner was in the Gonaives civil court, even though they had demanded his dismissal following the death of Wilfort Ferdinand.""",6,[ 12 ],./0.png
-72.72048,19.932606,717,North-West,Saint-Louis du Nord,2025/08/08 13:15:00-04,b'Clash between gang and police.',1,[ 17 ],./0.png
-72.674389,19.6668,200,Artibonite,Gros Morne,2025/06/01 15:39:00.625-04,b'The Kokorat San Ras gang has kidnapped two people',5,,./0.png
-72.690776,19.443703,231,Artibonite,Gonaives,2025/06/05 11:21:00.264-04,b'Thief was killed by the population',3,,./0.png
-72.685684,19.437424,442,Artibonite,Gonaives,2025/07/04 15:53:00-04,b'Clash between police and BSAP agents at the BSAP base',1,,./0.png
-72.674217,19.666998,686,Artibonite,Gros Morne,2025/08/06 13:45:00-04,,5,[ 9 ],./0.png
-72.673822,19.666091,840,Artibonite,Gros Morne,2025/08/24 15:52:00-04,b'Gang members began shooting at houses and killing one man',1,[ 9 ],./0.png
-72.694662,19.446861,995,Artibonite,Gonaives,2025/09/17 13:29:00.077-04,b'Protesters demand the resignation of the HNP departmental director.',6,[ 12 ],./0.png
-72.690525,19.447489,1016,Artibonite,Gonaives,2025/09/19 10:24:00.341-04,b'Barricades are in place in in several streets of Raboto district',4,[ 12 ],./0.png
-72.69425,19.446821,1019,Artibonite,Gonaives,2025/09/19 12:53:00.851-04,b'Demonstration in Raboto district',6,[ 12 ],./0.png
-74.114072,18.644167,1268,Grande'Anse,Jeremie,2025/10/24 12:13:00.788-04,b'Demonstration in front of the courthouse in downtown Jeremie / burning tires / the population demands the release of a journalist called John Cadafy.',6,,./0.png
-72.488042,19.147722,1,Artibonite,Petite Riviere de l'Artibonite,2025/05/01 15:17:00-04,,1,,./0.png
-72.477081,19.120939,11,Artibonite,Petite Riviere de l'Artibonite,2025/05/03 10:13:00-04,,1,,./0.png
-72.234009,19.731289,14,North,Cap-Haitien,2025/05/03 14:37:00-04,b'Police operation against gangs',1,,./0.png
-72.475021,19.116949,27,Artibonite,Petite Riviere de l'Artibonite,2025/05/06 11:35:00-04,b'Gang activity in progress.',4,,./0.png
-72.4772,19.12128,150,Artibonite,Petite Riviere de l'Artibonite,2025/05/26 11:15:00.068-04,b'Clash between gang and armed population',1,,./0.png
-72.107164,18.827366,591,Centre,Mirebalais,2025/07/26 07:50:00.549-04,b'Armed men in area',4,,./0.png
-72.066587,18.532204,596,West,Ganthier,2025/07/26 13:30:00-04,b'Armed men in area',4,,./0.png
-72.305098,18.583239,615,West,Cite Soleil,2025/07/28 09:59:00.061-04,b'Armed men in area',4,,./0.png
-72.22467,18.573462,622,West,Croix-Des-Bouquets,2025/07/29 07:49:00.737-04,b'Armed men in area',4,,./0.png
-72.316132,18.549709,627,West,Delmas,2025/07/29 12:06:00.089-04,b'Police operation on going',1,,./0.png
-72.293511,18.515531,639,West,Petion-Ville,2025/07/31 08:49:00.745-04,b'Protest movement and burning tires front of the Dominican Republic embassy / people demonstrate against racism.',6,,./0.png
-72.719553,19.084004,613,Artibonite,Saint-Marc,2025/07/28 09:56:00.924-04,b'The population blocked the southern entrance to Saint Marc RN 1 / demanded the dismantling of gangs in the Artibonite department.',6,,./0.png
-72.4677,19.04826,151,Artibonite,Verrettes,2025/05/26 11:30:00.295-04,b'Angry population because the police killed a young man.',6,,./0.png
-72.4253,19.36058,157,Artibonite,Saint-Michel de l'Attalaye,2025/05/27 07:08:00.834-04,,1,,./0.png
-72.5095,19.17736,160,Artibonite,Petite Riviere de l'Artibonite,2025/05/27 09:34:00.635-04,b'Armed men / gang activity in progress.',4,,./0.png
-72.5542,19.18666,169,Artibonite,Dessalines,2025/05/28 07:47:00.366-04,"b'On several occasions in the early morning and during the day, gang members committed atrocities in the area, confronting the armed population.'",4,,./0.png
-72.553,19.18457,174,Artibonite,Petite Riviere de l'Artibonite,2025/05/28 12:29:00.113-04,b'Clash between gang and armed population.',1,,./0.png
-72.5527,19.18502,175,Artibonite,Petite Riviere de l'Artibonite,2025/05/28 09:01:00.152-04,,1,,./0.png
-72.5529,19.18447,176,Artibonite,Petite Riviere de l'Artibonite,2025/05/28 10:51:00.599-04,,1,,./0.png
-72.617088,19.149658,215,Artibonite,Saint-Marc,2025/06/03 15:57:00.475-04,"b""Population blocked the DR11 / they are asking the authorities to dismantle Savien's gang""",6,,./0.png
-72.635499,19.436953,230,Artibonite,Gonaives,2025/06/05 08:58:00.700-04,b'The population blocked the RN1 at the village of Trois Ponts / they demand the dismantling of gangs in the Artibonite and the replacement of the PNH departmental director of the Artibonite.',6,,./0.png
-72.537437,19.124311,235,Artibonite,Verrettes,2025/06/05 10:37:00.508-04,,7,,./0.png
-72.614239,19.151975,238,Artibonite,Saint-Marc,2025/06/05 15:27:00.588-04,b'Clash between gang and police assisted by the armed population.',1,,./0.png
-72.615183,19.150341,242,Artibonite,Saint-Marc,2025/06/06 10:06:00-04,"b'For part of the day, the population is still blocking the RN1 / they are demanding the dismantling of gangs in Artibonite / Police on site to try to lift the blockade.'",7,,./0.png
-72.553265,19.183133,248,Artibonite,Petite Riviere de l'Artibonite,2025/06/07 08:41:00-04,b'Clash between gang and armed population.',1,,./0.png
-72.46431,19.111773,308,Artibonite,Petite Riviere de l'Artibonite,2025/06/13 10:14:00.050-04,b'Armed men in the villages of Guetot and Pont-Benoit  / gang activity in progress.',4,,./0.png
-72.53742,19.124687,340,Artibonite,Verrettes,2025/06/18 18:39:33.004-04,b'Armed men at Dwet locality / Liancourt',4,,./0.png
-72.518143,19.427907,370,Artibonite,Gonaives,2025/06/22 21:02:00-04,"b""Members of Savien's gang attacked the village and the police station""",1,,./0.png
-72.615955,19.150064,380,Artibonite,Saint-Marc,2025/06/24 08:11:00.995-04,b'The population has put up barricades on RN1 in Pont Sonde',7,,./0.png
-72.483702,19.124967,431,Artibonite,Petite Riviere de l'Artibonite,2025/07/03 11:16:00-04,b'Presence of several hundred angry people / they want the defense equipment allocated to the police to remain on site / the Departmental Director of the PNH gave the order to move them elsewhere.',6,,./0.png
-72.605999,19.309734,561,Artibonite,L'Estere,2025/07/22 16:53:00.005-04,b'Ppopulation and resistance teams of Gonaives blocked the RN1 at Lestere and La Croix Perisse.',4,,./0.png
-72.608093,19.305569,567,Artibonite,L'Estere,2025/07/23 08:17:00.901-04,b'Population has installed a roadblock on the RN1 at the Estere level to control all vehicles crossing',7,,./0.png
-72.536957,19.120972,606,Artibonite,Verrettes,2025/07/27 14:10:00-04,b'Shooting in Liancourt close to the police station / gang actuvity in progress.',1,,./0.png
-72.533318,19.123769,623,Artibonite,Verrettes,2025/07/29 08:21:00.234-04,,1,,./0.png
-72.100748,18.834116,644,Centre,Mirebalais,2025/07/31 18:25:00.093-04,b'Police operation underway in the city with kamikaze drones',4,,./0.png
-72.107104,18.827179,646,Centre,Mirebalais,2025/08/01 07:49:00.095-04,b'Armed med in area',4,,./0.png
-72.311183,18.55404,650,West,Delmas,2025/08/01 15:07:00.666-04,b'Police operation on going in Delmas 17 & 19 area ',4,,./0.png
-72.303858,18.573503,654,West,Delmas,2025/08/01 21:37:00-04,,1,,./0.png
-72.291528,18.534207,657,West,Delmas,2025/08/02 23:36:00.681-04,b'Armed men kidnapped a person in Delmas 75 and left with his own vehicle',5,,./0.png
-72.300607,18.530408,668,West,Petion-Ville,2025/08/04 11:45:00-04,b'Lacrymogen gas sued by the police against protesters (from CNE)',6,,./0.png
-72.311615,18.552197,674,West,Delmas,2025/08/05 09:25:00-04,b'Armed men',4,,./0.png
-72.311593,18.552207,676,West,Delmas,2025/08/05 10:20:00-04,b'Armed men reported',4,,./0.png
-72.305,18.585833,677,West,Cite Soleil,2025/08/05 12:25:00-04,,1,,./0.png
-72.316732,18.545545,691,West,Port-au-Prince,2025/08/07 03:30:00-04,b'Clash between gang and police.',1,,./0.png
-72.628487,19.151438,614,Artibonite,Saint-Marc,2025/07/28 10:41:00.953-04,b'The population blocked the RN1 at Pont Sond\xc3\xa9 / demanded the dismantling of gangs in the Artibonite department.',6,,./0.png
-72.53624,19.124249,624,Artibonite,Verrettes,2025/07/29 09:11:00.764-04,b'Armed men in area',4,,./0.png
-72.533339,19.123536,630,Artibonite,Verrettes,2025/07/29 20:22:00-04,,1,,./0.png
-72.550518,19.123421,632,Artibonite,Verrettes,2025/07/30 12:03:00.702-04,"b""Gang activity in progress, Savien's gang members looted houses abandoned by the population in some areas of the city""",4,,./0.png
-72.536751,19.12188,638,Artibonite,Verrettes,2025/07/31 08:23:00.146-04,,1,,./0.png
-72.536298,19.121774,665,Artibonite,Verrettes,2025/08/03 20:30:00-04,b'Confrontation between gang and police / self-defense group.',1,,./0.png
-72.53571,19.124081,906,Artibonite,Verrettes,2025/09/05 09:22:00.528-04,b'Clash between gang and armed population.',1,[ 4 ],./0.png
-72.458473,19.049514,1228,Artibonite,Verrettes,2025/10/18 14:51:00.358-04,b'Lots of shooting at Chandelle / Clash between gang and police helped by armed population.',1,[ 4 ],./0.png
-72.536407,19.122609,1220,Artibonite,Verrettes,2025/10/17 15:16:00.943-04,b' Clash between gang and police.',1,[ 6 ],./0.png
-72.535652,19.11987,586,Artibonite,Verrettes,2025/07/25 10:38:00-04,"b'For much of the day, fighting raged in the city between gangs and police, helped by the armed population.'",1,[ 6 ],./0.png
-72.537403,19.121782,587,Artibonite,Verrettes,2025/07/25 12:21:00-04,"b'For much of the day, fighting raged in the city between gangs and police, helped by the armed population.'",1,[ 6 ],./0.png
-72.535556,19.12,589,Artibonite,Verrettes,2025/07/25 21:52:00-04,,1,[ 6 ],./0.png
-72.536871,19.122186,593,Artibonite,Verrettes,2025/07/26 08:27:00.560-04,b'Gang members fired sporadically toward the police station for much of the day',4,[ 6 ],./0.png
-72.537309,19.124272,594,Artibonite,Verrettes,2025/07/26 12:13:00.068-04,b'Gang members fired sporadically toward the police station for much of the day',4,[ 6 ],./0.png
-72.533365,19.123627,612,Artibonite,Verrettes,2025/07/28 08:13:00.918-04,,1,[ 6 ],./0.png
-72.537463,19.124342,631,Artibonite,Verrettes,2025/07/30 07:59:00.828-04,,1,[ 6 ],./0.png
-72.53706,19.122301,647,Artibonite,Verrettes,2025/08/01 08:07:00.363-04,b'Clash between gang and police helped by armed population.',1,[ 6 ],./0.png
-72.533337,19.12358,649,Artibonite,Verrettes,2025/08/01 12:48:00.200-04,,1,[ 6 ],./0.png
-72.533322,19.1235,655,Artibonite,Verrettes,2025/08/01 20:36:00-04,,1,[ 6 ],./0.png
-72.53579,19.121751,658,Artibonite,Verrettes,2025/08/02 13:06:00.135-04,b'Clash between gang and police helped by armed population.',1,[ 6 ],./0.png
-72.53651,19.122639,660,Artibonite,Verrettes,2025/08/02 18:40:00.478-04,,1,[ 6 ],./0.png
-72.53716439,19.12282819,663,Artibonite,Verrettes,2025/08/03 15:50:00-04,b'Confrontation between armed gang and the police helped by armed population',1,[ 6 ],./0.png
-72.536667,19.122778,557,Artibonite,Verrettes,2025/07/22 12:13:00.706-04,,1,"[ 6, 13 ]",./0.png
-72.539753,19.12447,671,Artibonite,Verrettes,2025/08/04 20:00:00-04,b'Confrontation between gang and the police / self-defense group (armed)',1,[ 6 ],./0.png
-72.53706,19.121815,678,Artibonite,Verrettes,2025/08/05 16:40:00-04,b'Confrontation between gang and police / self-defense group.',1,[ 6 ],./0.png
-72.28608,18.449537,694,West,Kenscoff,2025/08/07 07:35:00-04,b'Clash between gang and police.',1,,./0.png
-72.240858,18.615206,696,West,Croix-Des-Bouquets,2025/08/07 08:25:00-04,b'Presence of armed men reported',4,,./0.png
-72.30531156,18.54792471,697,West,Delmas,2025/08/07 10:25:00-04,b'The population has blocked Delmas 32. Passage not possible.',6,,./0.png
-72.31468856,18.5522374,699,West,Delmas,2025/08/07 11:40:00-04,,1,,./0.png
-72.333212,18.576372,700,West,Cite Soleil,2025/08/07 11:45:00-04,b'Clash between gang and police.',1,,./0.png
-71.95246696,18.8096305,703,Centre,Lascahobas,2025/08/07 14:25:00-04,b'Confrontation between armed gang and police supported by BSAP and self-defense group.',1,,./0.png
-72.18996,18.65698,709,West,Thomazeau,2025/08/07 21:25:00-04,b'Armed men reported',4,,./0.png
-72.30494678,18.54792471,712,West,Delmas,2025/08/08 07:05:00-04,,1,,./0.png
-72.066708,18.530887,718,West,Ganthier,2025/08/08 13:55:00-04,b'Armed men presence reported',4,,./0.png
-71.942167,18.825473,719,Centre,Lascahobas,2025/08/08 17:05:00-04,b'Presence of armed men reported',4,,./0.png
-72.239506,18.583013,722,West,Croix-Des-Bouquets,2025/08/09 07:35:00-04,b'Presence of armed men reported',4,,./0.png
-72.314276,18.532992,724,West,Port-au-Prince,2025/08/09 08:45:00-04,b'The population blocked Canape-Vert road access.',6,,./0.png
-72.300736,18.530398,734,West,Petion-Ville,2025/08/11 11:35:00-04,"b""Small demonstration in front of the Villa d'Acceuil""",6,,./0.png
-72.33828932,18.53044908,738,West,Port-au-Prince,2025/08/11 13:55:00-04,b'Clash between gang and police.',1,,./0.png
-72.536459,19.121328,683,Artibonite,Verrettes,2025/08/06 08:15:00-04,,1,[ 6 ],./0.png
-72.537392,19.124328,685,Artibonite,Verrettes,2025/08/06 12:55:00-04,,1,[ 6 ],./0.png
-72.537199,19.123041,687,Artibonite,Verrettes,2025/08/06 17:00:00-04,b'Confrontation between gang and police / self-defense group.',1,[ 6 ],./0.png
-72.5387764,19.13900574,735,Artibonite,Verrettes,2025/08/11 11:45:00-04,b'Gang activity in progress',4,[ 6 ],./0.png
-72.52264023,19.13446483,741,Artibonite,Verrettes,2025/08/11 18:20:00-04,b'Confrontation between gang and police.',1,[ 6 ],./0.png
-72.5374889373779,19.1252204625273,770,Artibonite,Verrettes,2025/08/15 09:00:00.179-04,b'Clash between gang and police supported by self-defense group',1,[ 6 ],./0.png
-72.537414,19.124247,775,Artibonite,Verrettes,2025/08/15 13:00:00.618-04,b'Close to the police station',1,[ 6 ],./0.png
-72.53651,19.122431,795,Artibonite,Verrettes,2025/08/18 15:51:00.432-04,b'Gang activity in progress in the districts of Savane Tapoin and Marseille / Liancourt.',4,[ 6 ],./0.png
-72.537025,19.122068,803,Artibonite,Verrettes,2025/08/19 10:20:00.328-04,b'Security situation and armed men in the districts of Marseille / Liancourt / gang activity in progress.',4,[ 6 ],./0.png
-72.542109,19.126145,857,Artibonite,Verrettes,2025/08/26 18:12:00.043-04,b'Gang members shoot in the air to scare the population',4,[ 6 ],./0.png
-72.536442,19.12472,867,Artibonite,Verrettes,2025/08/28 14:10:00.152-04,b'Armed men in the area of Morne Tapion district',4,[ 6 ],./0.png
-72.536545,19.123373,901,Artibonite,Verrettes,2025/09/04 12:30:00.020-04,b'Gang activity in progress.',1,[ 6 ],./0.png
-72.537369,19.122395,902,Artibonite,Verrettes,2025/09/04 15:51:00.304-04,b'Clash between gang and police.',1,[ 6 ],./0.png
-72.53698,19.123136,905,Artibonite,Verrettes,2025/09/05 08:32:00.344-04,b'Armed men in area.',4,[ 6 ],./0.png
-72.536562,19.127683,919,Artibonite,Verrettes,2025/09/07 10:34:00.128-04,"b'Gang members are in the neighborhood around the church, scaring the Pious population and burning down some houses.'",4,[ 6 ],./0.png
-72.536566,19.127822,926,Artibonite,Verrettes,2025/09/08 13:09:00.532-04,b'Gang members shot at the population and set fire to several houses.',1,[ 6 ],./0.png
-72.536613,19.122008,944,Artibonite,Verrettes,2025/09/10 12:01:00.614-04,b'Clash between gang and police helped by armed population.',1,[ 6 ],./0.png
-72.533312,19.12354,948,Artibonite,Verrettes,2025/09/10 19:57:00.035-04,b'Gang activity in progress.',1,[ 6 ],./0.png
-72.35726595,18.5345079,742,West,Port-au-Prince,2025/08/11 19:30:00-04,b'Confrontation between gang and police',1,,./0.png
-72.613621,18.511435,743,West,Leogane,2025/08/12 09:05:00-04,b'Violent demonstration with stone throwing. The population is angry following the transfer of the police commissioner to the area.',6,,./0.png
-72.2870349884033,18.4488352209867,749,West,Kenscoff,2025/08/13 07:20:00-04,b'Clash between gang and police',1,,./0.png
-72.308074,18.549542,753,West,Delmas,2025/08/13 09:15:00-04,b'Kidnapping attempt countered by the police',1,,./0.png
-72.3071113228798,18.5497810120381,755,West,Delmas,2025/08/13 13:55:00-04,b'Confrontation between gang and the police.',1,,./0.png
-72.30536,18.547823,756,West,Delmas,2025/08/13 14:45:00-04,,1,,./0.png
-72.613213,18.511761,762,West,Leogane,2025/08/14 11:40:00-04,b'The population refuses the change of police commissioner of the city / passage impossible for the moment.',6,,./0.png
-72.097520828247,18.830753371357,763,Centre,Mirebalais,2025/08/14 12:05:00-04,b'Clash between gang and police helped by armed population.',1,,./0.png
-72.3386165499687,18.5433881376992,769,West,Port-au-Prince,2025/08/15 00:10:00.698-04,b'Clash between gang and police.',1,,./0.png
-72.282926,18.517031,772,West,Petion-Ville,2025/08/15 12:30:00.302-04,b'The police killed two gang members carrying HNP uniform and munitions. They were on a motorcycle',1,,./0.png
